merchant_id,sector,tenure_months,credit_score,num_products,has_working_capital_loan,has_pos_machine,estimated_annual_turnover,account_balance,txn_count_90d,txn_count_30d,txn_velocity_drop_pct,avg_ticket_size_90d,ticket_size_variance_pct,balance_drop_pct,wc_utilization_pct,pos_txn_monthly,complaints_12m,days_since_last_txn,satisfaction_score,cashback_utilization,churn,risk_tier,sector_encoded,churn_probability
MRC01915,Textile & Apparel,15,575,1,1,1,39964.19,1658.02,39,14,-7.69,254.55,5.14,10.25,35.31,30,1,6,5,0.697,0,Low,6,0.00011379443
MRC01916,Small Mfg,36,609,2,0,1,391680.47,53317.5,40,3,77.5,2432.8,60.32,56.39,0.0,4,5,88,2,0.009,1,High,4,0.9999006
MRC01917,Tech Services,113,644,2,0,0,962449.03,68049.86,43,5,65.12,5563.29,53.25,20.86,0.0,0,2,72,2,0.191,1,High,5,0.99732083
MRC01918,Small Mfg,63,801,2,0,1,205167.13,26608.85,40,14,-5.0,1274.33,8.8,-8.68,0.0,26,0,3,4,0.723,0,Low,4,0.00020167838
MRC01919,Textile & Apparel,69,669,3,1,1,2404336.62,208290.64,50,18,-8.0,11961.87,10.79,12.09,53.98,19,0,4,5,0.822,0,Low,6,0.00010636667
MRC01920,Textile & Apparel,86,582,1,1,1,3045598.1,402284.26,49,14,14.29,15459.89,15.88,-6.49,44.66,28,0,5,5,0.373,0,Low,6,0.000103891456
MRC01921,Small Mfg,80,667,1,1,0,215336.86,22861.7,52,18,-3.85,1030.32,5.42,-3.1,61.98,0,0,7,5,0.847,0,Low,4,0.00021890749
MRC01922,Retail Trader,41,621,1,1,1,510092.31,43935.83,37,13,-5.41,3423.44,6.29,-2.06,58.24,31,1,10,4,0.641,0,Low,3,2.7777729e-05
MRC01923,Small Mfg,74,675,1,1,1,2406374.42,145898.53,56,18,3.57,10695.0,22.11,-7.1,38.53,24,0,9,4,0.673,0,Low,4,9.72342e-05
MRC01924,Textile & Apparel,24,696,3,1,0,728272.78,106297.37,36,12,0.0,5022.57,15.45,13.04,40.9,0,0,9,3,0.374,0,Low,6,0.00019185597
MRC01925,Food & Beverages,82,746,2,1,1,136847.95,16985.11,57,5,73.68,597.59,69.37,32.05,90.13,7,1,83,1,0.166,1,High,2,0.9998412
MRC01926,Retail Trader,49,648,2,1,1,614162.43,42717.66,42,13,7.14,3634.1,5.07,11.63,60.38,29,0,10,5,0.778,0,Low,3,4.0616687e-05
MRC01927,Small Mfg,18,781,2,0,1,262101.21,10922.82,46,3,80.43,1416.76,38.32,31.61,0.0,4,3,87,1,0.033,1,High,4,0.9999063
MRC01928,Agri-Allied,7,722,1,0,1,2757506.74,334594.78,49,18,-10.2,13997.5,19.79,-8.62,0.0,23,0,10,4,0.838,0,Low,0,9.191655e-05
MRC01929,Small Mfg,4,593,2,1,1,1509242.63,224413.45,37,13,-5.41,10129.15,14.53,-5.43,51.02,31,0,6,5,0.669,0,Low,4,9.920371e-05
MRC01930,Retail Trader,90,826,2,0,1,500564.46,28165.13,44,5,65.91,2828.05,62.3,35.82,0.0,6,0,66,1,0.128,1,High,3,0.9999018
MRC01931,Agri-Allied,69,676,2,1,1,865080.3,120299.97,49,6,63.27,4391.27,55.11,57.55,94.71,3,2,63,1,0.122,1,High,0,0.9999577
MRC01932,Agri-Allied,60,583,1,1,1,151790.13,5509.71,46,15,2.17,820.49,15.08,12.32,41.9,32,0,0,4,0.464,0,Low,0,0.0001349651
MRC01933,Agri-Allied,55,782,2,1,0,295217.32,42448.36,46,3,80.43,1595.77,57.6,44.33,88.96,0,2,33,2,0.05,1,High,0,0.99985695
MRC01934,Small Mfg,16,816,1,0,1,4704052.95,549875.84,40,5,62.5,29217.72,31.97,36.91,0.0,6,2,54,2,0.08,1,High,4,0.99987817
MRC01935,Small Mfg,99,647,2,1,0,777794.46,50601.37,48,14,12.5,4030.02,21.07,7.34,57.63,0,0,5,4,0.552,0,Low,4,7.293838e-05
MRC01936,Food & Beverages,90,609,2,1,1,2226859.75,132725.6,61,19,6.56,9089.22,10.54,1.06,67.78,40,0,7,4,0.686,0,Low,2,6.0269955e-05
MRC01937,Retail Trader,82,636,1,1,1,963584.73,99872.28,42,14,0.0,5701.68,18.49,-4.63,55.63,25,1,6,4,0.378,0,Low,3,5.0952665e-05
MRC01938,Food & Beverages,29,707,2,1,1,3531164.32,343073.55,47,15,4.26,18683.41,17.86,4.75,56.86,25,0,3,4,0.817,0,Low,2,9.598711e-05
MRC01939,Agri-Allied,23,752,3,1,1,66263.53,9241.23,41,13,4.88,401.6,22.12,10.93,60.3,33,1,6,5,0.461,0,Low,0,0.00016464354
MRC01940,Retail Trader,117,695,1,1,1,581949.47,69607.91,40,14,-5.0,3614.59,22.37,13.17,38.84,37,0,4,4,0.872,0,Low,3,0.00011746177
MRC01941,Retail Trader,14,658,3,0,0,5249996.54,473798.71,39,12,7.69,33439.47,10.37,-8.53,0.0,0,0,1,5,0.83,0,Low,3,7.154089e-05
MRC01942,Textile & Apparel,79,769,2,1,0,2297674.59,323015.27,39,13,0.0,14634.87,22.59,0.47,68.43,0,0,1,5,0.564,0,Low,6,0.00026236763
MRC01943,Food & Beverages,49,624,2,0,1,3578472.93,347308.63,45,6,60.0,19770.57,57.88,33.42,0.0,2,4,18,3,0.016,1,High,2,0.9996824
MRC01944,Small Mfg,33,732,3,0,1,723519.29,94389.62,46,13,15.22,3910.92,7.19,-1.55,0.0,29,0,7,4,0.942,0,Low,4,0.000112026566
MRC01945,Food & Beverages,25,626,2,0,1,382878.24,49514.79,43,6,58.14,2213.17,47.31,48.91,0.0,3,1,44,1,0.159,1,High,2,0.9913549
MRC01946,Agri-Allied,21,684,3,1,1,212649.95,29663.67,39,4,69.23,1354.46,40.24,35.46,79.65,6,2,61,1,0.144,1,High,0,0.9999479
MRC01947,Textile & Apparel,17,640,1,0,1,195572.47,5630.19,42,14,0.0,1157.23,13.04,9.56,0.0,22,0,4,3,0.341,0,Low,6,6.0547907e-05
MRC01948,Retail Trader,23,645,1,0,1,1921223.3,184238.7,45,16,-6.67,10614.49,19.1,8.22,0.0,28,0,11,5,0.369,0,Low,3,4.624261e-05
MRC01949,Textile & Apparel,57,619,2,1,1,1350321.49,109228.91,51,15,11.76,6586.93,7.59,12.46,49.07,48,0,1,4,0.349,0,Low,6,4.5444085e-05
MRC01950,Textile & Apparel,107,757,3,1,1,673411.5,56412.02,39,14,-7.69,4289.25,21.4,2.37,32.59,33,1,12,4,0.371,0,Low,6,0.00017459127
MRC01951,Retail Trader,81,591,3,0,0,1342210.96,107092.84,38,11,13.16,8772.62,5.53,9.7,0.0,0,0,12,5,0.503,0,Low,3,0.00012231832
MRC01952,Retail Trader,58,590,2,1,1,865395.68,111524.12,37,13,-5.41,5808.02,16.57,-9.72,55.23,23,2,10,4,0.825,0,Low,3,0.0007573965
MRC01953,Small Mfg,14,819,2,1,1,2314400.48,142095.57,63,8,61.9,9147.83,67.6,25.98,76.47,4,0,30,1,0.05,1,High,4,0.99693274
MRC01954,Food & Beverages,93,728,1,0,1,2288081.17,183407.19,56,19,-1.79,10169.25,18.35,12.98,0.0,18,2,8,4,0.506,0,Low,2,0.0008617258
MRC01955,Construction,20,459,4,1,0,202997.93,9355.92,41,14,-2.44,1230.29,15.51,11.03,69.88,0,0,11,4,0.38,0,Low,1,0.00016592215
MRC01956,Construction,30,604,1,1,0,1012947.73,53405.81,41,5,63.41,6139.08,64.14,22.6,77.32,0,1,35,1,0.061,1,High,1,0.992588
MRC01957,Small Mfg,19,505,2,1,1,98455.5,10421.97,41,12,12.2,596.7,22.25,3.6,34.67,25,1,8,5,0.52,0,Low,4,0.0001366333
MRC01958,Textile & Apparel,53,573,2,1,0,855657.01,30120.56,42,13,7.14,5063.06,11.73,-6.25,65.32,0,0,4,5,0.937,0,Low,6,9.491173e-05
MRC01959,Small Mfg,103,398,2,1,1,1506297.39,66904.96,46,16,-4.35,8142.15,15.57,-8.65,57.98,30,2,13,5,0.706,0,Low,4,0.00078263925
MRC01960,Food & Beverages,56,639,1,0,1,150773.92,13365.28,37,14,-13.51,1011.91,11.36,-3.6,0.0,40,1,8,5,0.783,0,Low,2,5.2481282e-05
MRC01961,Retail Trader,77,558,4,1,1,442521.67,11368.6,51,7,58.82,2158.64,45.71,36.78,81.93,4,1,52,1,0.177,1,High,3,0.9988709
MRC01962,Textile & Apparel,82,654,2,0,1,737802.65,26930.17,63,20,4.76,2916.22,13.45,4.02,0.0,31,0,7,4,0.875,0,Low,6,5.4769902e-05
MRC01963,Food & Beverages,23,519,3,1,0,965786.33,127711.61,42,15,-7.14,5714.71,7.31,-1.69,31.91,0,1,1,5,0.655,0,Low,2,0.00010358164
MRC01964,Textile & Apparel,62,656,1,0,1,522131.92,67876.67,41,12,12.2,3164.44,18.22,-0.3,0.0,28,0,7,5,0.982,0,Low,6,5.1507748e-05
MRC01965,Agri-Allied,110,616,2,1,1,178662.57,11650.75,38,12,5.26,1167.73,5.22,-9.34,38.6,26,0,0,3,0.863,0,Low,0,7.07885e-05
MRC01966,Small Mfg,33,770,2,0,1,683643.16,44600.11,56,18,3.57,3038.41,10.95,3.72,0.0,37,0,13,5,0.955,0,Low,4,0.00012965321
MRC01967,Retail Trader,103,762,2,1,1,100439.19,14236.95,37,3,75.68,674.09,52.42,27.92,88.16,2,0,78,1,0.026,1,High,3,0.9995602
MRC01968,Textile & Apparel,104,712,3,1,1,551738.94,12888.26,45,14,6.67,3048.28,6.88,-1.64,63.52,32,0,2,4,0.514,0,Low,6,0.00012988732
MRC01969,Textile & Apparel,18,623,1,1,0,429489.11,40989.76,33,3,72.73,3229.24,51.2,53.76,78.0,0,8,50,1,0.17,1,High,6,0.9994161
MRC01970,Retail Trader,73,808,1,1,0,620872.6,60634.9,35,4,65.71,4403.35,67.05,39.14,89.75,0,2,23,2,0.1,1,High,3,0.9999372
MRC01971,Retail Trader,33,525,2,1,1,372806.06,45640.9,37,13,-5.41,2502.05,23.09,-6.78,44.2,33,0,8,4,0.784,0,Low,3,8.732736e-05
MRC01972,Food & Beverages,32,537,1,0,1,119465.51,17170.49,39,12,7.69,760.93,16.2,10.42,0.0,23,0,7,5,0.682,0,Low,2,0.00011500024
MRC01973,Retail Trader,61,643,4,0,1,469953.02,31137.95,48,7,56.25,2434.99,30.7,58.17,0.0,0,2,77,2,0.031,1,High,3,0.9999156
MRC01974,Agri-Allied,54,830,1,1,1,2228822.89,171437.38,52,7,59.62,10664.22,39.54,55.88,89.33,4,1,35,2,0.16,1,High,0,0.99963224
MRC01975,Textile & Apparel,17,633,2,1,0,3314286.63,355519.56,40,12,10.0,20585.63,19.99,12.47,41.48,0,0,5,4,0.591,0,Low,6,5.8621783e-05
MRC01976,Construction,19,635,1,0,1,13622060.53,1985351.45,61,21,-3.28,55600.25,12.91,-6.46,0.0,44,0,12,4,0.658,0,Low,1,4.1973137e-05
MRC01977,Retail Trader,91,534,2,0,0,5553730.88,754213.35,37,12,2.7,37273.36,10.54,5.03,0.0,0,0,13,4,0.997,0,Low,3,0.00011054938
MRC01978,Textile & Apparel,70,725,1,0,0,173455.18,18510.6,39,13,0.0,1104.81,5.95,5.44,0.0,0,0,10,4,0.754,0,Low,6,0.00023798742
MRC01979,Tech Services,99,726,1,1,1,446803.81,58698.43,38,13,-2.63,2920.29,8.83,-9.07,36.32,30,0,6,4,0.725,0,Low,5,0.00010921971
MRC01980,Food & Beverages,101,713,1,0,1,709742.31,22056.36,39,13,0.0,4520.65,20.55,5.24,0.0,17,0,9,5,0.367,0,Low,2,0.00013491235
MRC01981,Retail Trader,34,599,1,1,0,658242.18,45436.16,36,13,-8.33,4539.6,7.17,7.36,41.09,0,1,3,5,0.611,0,Low,3,9.380545e-05
MRC01982,Food & Beverages,84,593,4,0,1,792890.17,17207.32,39,14,-7.69,5050.26,7.59,12.75,0.0,32,0,9,3,0.789,0,Low,2,0.00013670055
MRC01983,Textile & Apparel,25,546,1,0,1,13112935.0,564792.35,55,4,78.18,59334.55,31.88,42.45,0.0,5,3,67,2,0.173,1,High,6,0.99977416
MRC01984,Agri-Allied,68,656,2,0,0,199095.15,20300.54,53,20,-13.21,934.72,12.91,2.11,0.0,0,0,6,5,0.906,0,Low,0,9.580166e-05
MRC01985,Retail Trader,74,563,4,1,1,309824.92,41864.48,37,10,18.92,2079.36,8.78,11.33,44.59,30,0,0,4,0.333,0,Low,3,8.26418e-05
MRC01986,Retail Trader,74,555,2,1,1,5243978.98,536256.84,47,17,-8.51,27745.92,23.09,-1.16,36.76,30,0,3,3,0.528,0,Low,3,0.000115206916
MRC01987,Small Mfg,88,616,4,0,1,348301.02,37037.62,55,6,67.27,1576.02,36.12,46.87,0.0,2,3,83,1,0.17,1,High,4,0.9996184
MRC01988,Agri-Allied,85,610,4,1,0,1169745.52,39182.74,41,12,12.2,7089.37,23.39,11.1,51.98,0,0,5,5,0.789,0,Low,0,4.9461636e-05
MRC01989,Textile & Apparel,11,606,2,0,1,2524589.02,268696.71,51,18,-5.88,12315.07,24.7,5.09,0.0,40,1,9,3,0.908,0,Low,6,4.8228037e-05
MRC01990,Small Mfg,91,687,2,1,1,1307724.05,103395.3,45,5,66.67,7224.99,49.29,38.89,95.24,4,3,44,3,0.05,1,High,4,0.99995446
MRC01991,Food & Beverages,16,656,1,1,0,918152.48,96118.84,50,6,64.0,4567.92,56.89,17.13,82.98,0,0,83,2,0.051,1,High,2,0.99391454
MRC01992,Retail Trader,90,626,1,0,0,2249757.35,140390.49,46,14,8.7,12160.85,9.8,12.65,0.0,0,0,12,5,0.37,0,Low,3,4.1319632e-05
MRC01993,Small Mfg,61,664,3,1,0,249775.48,23876.83,42,12,14.29,1477.96,10.35,5.91,63.86,0,1,4,5,0.309,0,Low,4,0.00023380456
MRC01994,Retail Trader,94,570,2,1,0,402063.07,30206.6,38,11,13.16,2627.86,15.86,11.0,37.44,0,0,11,3,0.891,0,Low,3,0.00011161455
MRC01995,Food & Beverages,113,658,2,0,0,1387154.53,128482.16,38,11,13.16,9066.37,8.17,-1.38,0.0,0,0,12,5,0.91,0,Low,2,6.28832e-05
MRC01996,Small Mfg,80,662,2,1,1,60880.79,2381.76,44,14,4.55,343.96,6.54,-2.69,33.42,21,1,11,4,0.954,0,Low,4,0.00013308229
MRC01997,Construction,7,529,1,0,1,3992389.92,285285.13,36,12,0.0,27533.72,8.53,-3.6,0.0,33,1,7,4,0.66,0,Low,1,8.714759e-05
MRC01998,Retail Trader,16,729,3,1,1,1049758.66,72072.47,41,14,-2.44,6362.17,11.55,2.28,49.89,33,0,6,5,0.688,0,Low,3,0.000109737615
MRC01999,Retail Trader,99,579,2,0,1,876452.78,101433.01,45,14,6.67,4842.28,5.98,0.8,0.0,34,0,13,4,0.618,0,Low,3,0.00011768443
MRC02000,Textile & Apparel,16,657,1,1,1,103092.77,11529.2,49,18,-10.2,523.31,8.91,11.36,31.47,30,0,7,5,0.616,0,Low,6,5.5411932e-05
MRC02001,Retail Trader,40,743,3,0,1,155759.6,21518.44,53,16,9.43,731.27,8.35,-7.18,0.0,36,1,11,5,0.712,0,Low,3,0.00012420889
MRC02002,Retail Trader,12,724,1,0,0,452118.5,46191.69,41,12,12.2,2740.11,20.45,3.85,0.0,0,0,12,3,0.529,0,Low,3,0.00015589106
MRC02003,Tech Services,35,652,2,0,1,1922074.87,117037.3,39,4,69.23,12242.52,55.85,23.3,0.0,4,2,48,2,0.037,1,High,5,0.99933344
MRC02004,Retail Trader,113,621,2,0,1,60358.72,7352.85,49,16,2.04,306.39,20.83,13.44,0.0,33,1,6,3,0.804,0,Low,3,6.598793e-05
MRC02005,Retail Trader,21,725,1,1,0,1878600.72,158947.83,50,19,-14.0,9346.27,15.16,9.71,57.87,0,0,2,4,0.721,0,Low,3,0.00015232804
MRC02006,Food & Beverages,50,703,3,0,0,473526.15,21381.66,44,14,4.55,2675.29,20.16,0.83,0.0,0,1,11,5,0.699,0,Low,2,0.00012928777
MRC02007,Textile & Apparel,43,600,2,1,1,557875.91,65362.69,55,19,-3.64,2524.33,14.01,6.02,69.92,29,0,5,3,0.779,0,Low,6,6.856761e-05
MRC02008,Food & Beverages,100,586,1,0,1,988863.45,36814.48,45,13,13.33,5463.33,23.02,8.64,0.0,22,1,10,5,0.425,0,Low,2,0.00012610067
MRC02009,Retail Trader,112,484,1,1,1,1007699.62,43492.25,45,16,-6.67,5567.4,10.53,-8.22,72.82,34,0,1,4,0.828,0,Low,3,0.00012418439
MRC02010,Agri-Allied,17,662,3,1,0,310235.1,36805.76,38,11,13.16,2027.68,20.34,6.84,31.77,0,0,1,4,0.92,0,Low,0,9.3723014e-05
MRC02011,Retail Trader,32,643,1,1,0,1544007.87,185464.39,49,14,14.29,7837.6,8.27,-6.51,35.16,0,2,10,5,0.738,0,Low,3,0.00065589324
MRC02012,Retail Trader,41,740,3,1,1,45103.82,5538.82,43,12,16.28,260.72,22.65,-5.28,62.7,23,0,6,3,0.959,0,Low,3,0.000127667
MRC02013,Tech Services,6,678,1,1,1,424852.5,24697.64,56,18,3.57,1888.23,5.57,1.53,57.39,19,0,3,5,0.413,0,Low,5,5.927204e-05
MRC02014,Retail Trader,88,756,2,1,1,877136.69,116357.77,42,13,7.14,5190.16,14.15,14.49,62.27,22,0,8,5,0.373,0,Low,3,0.0001904976
MRC02015,Agri-Allied,27,594,3,0,1,482174.24,54942.24,47,17,-8.51,2551.19,13.43,13.8,0.0,33,0,9,4,0.72,0,Low,0,0.00010655366
MRC02016,Textile & Apparel,20,741,1,1,1,81446.99,10459.08,41,15,-9.76,493.62,17.48,12.56,53.72,34,0,11,3,0.823,0,Low,6,0.00014147258
MRC02017,Textile & Apparel,25,607,2,1,0,1811440.34,203096.36,38,13,-2.63,11839.48,13.82,-9.14,31.4,0,0,8,3,0.427,0,Low,6,4.761785e-05
MRC02018,Tech Services,66,712,2,0,1,163069.97,15548.32,48,17,-6.25,844.92,16.78,11.32,0.0,36,1,0,4,0.458,0,Low,5,0.00014103363
MRC02019,Retail Trader,9,533,2,1,0,672651.87,23019.04,50,18,-8.0,3346.53,22.23,9.4,52.96,0,0,1,5,0.676,0,Low,3,0.00012156356
MRC02020,Small Mfg,92,668,2,0,1,876455.77,98532.65,54,19,-5.56,4038.97,7.84,2.47,0.0,36,1,4,4,0.944,0,Low,4,0.0001077708
MRC02021,Construction,53,491,2,1,1,746979.17,81988.36,44,16,-9.09,4220.22,9.88,-1.86,38.66,26,0,1,5,0.317,0,Low,1,9.0890666e-05
MRC02022,Agri-Allied,61,628,2,1,0,2966261.94,179826.21,40,15,-12.5,18423.99,21.06,8.89,59.79,0,1,10,3,0.376,0,Low,0,6.139439e-05
MRC02023,Construction,38,685,3,1,0,684254.31,79138.51,46,14,8.7,3698.67,9.56,-7.32,33.47,0,0,13,5,0.862,0,Low,1,0.00012580222
MRC02024,Retail Trader,3,608,2,1,0,1218275.0,111544.15,49,14,14.29,6184.14,23.11,6.26,69.13,0,0,1,5,0.949,0,Low,3,5.617682e-05
MRC02025,Textile & Apparel,84,565,1,1,0,682088.82,63245.19,43,14,2.33,3942.71,15.82,6.8,65.58,0,0,10,4,0.872,0,Low,6,0.00012199764
MRC02026,Retail Trader,70,717,4,1,1,1522017.48,103175.45,44,13,11.36,8598.97,6.64,3.84,43.78,36,1,4,4,0.759,0,Low,3,0.00011082253
MRC02027,Food & Beverages,103,641,1,1,1,3883294.14,136622.27,51,15,11.76,18942.9,5.41,11.94,69.76,35,1,6,5,0.895,0,Low,2,5.0579125e-05
MRC02028,Construction,97,610,1,0,1,860311.83,41467.63,41,6,56.1,5214.01,68.44,58.48,0.0,2,4,86,1,0.012,1,High,1,0.99986136
MRC02029,Retail Trader,55,653,1,1,1,1863972.33,223579.97,36,3,75.0,12854.98,31.5,38.04,89.58,5,4,29,2,0.065,1,High,3,0.99988437
MRC02030,Small Mfg,1,860,1,1,1,4182395.48,231233.78,47,16,-2.13,22129.08,9.8,8.97,43.84,30,0,1,4,0.971,0,Low,4,0.00012368862
MRC02031,Retail Trader,101,742,1,0,1,3717719.86,75443.31,39,14,-7.69,23679.74,9.82,7.92,0.0,33,0,12,5,0.98,0,Low,3,0.00013140254
MRC02032,Agri-Allied,70,743,1,0,1,459389.04,68730.23,52,4,76.92,2198.03,66.69,34.56,0.0,5,1,38,1,0.151,1,High,0,0.99949515
MRC02033,Agri-Allied,45,684,1,1,1,2529972.08,119892.06,43,14,2.33,14624.12,18.12,-3.2,54.25,19,0,4,5,0.697,0,Low,0,7.329935e-05
MRC02034,Construction,98,663,2,1,1,983158.27,103428.06,50,6,64.0,4891.33,52.77,32.85,83.36,2,2,81,2,0.05,1,High,1,0.9999291
MRC02035,Small Mfg,47,458,1,1,1,2787556.59,391651.31,39,6,53.85,17755.14,49.16,51.91,90.57,4,3,54,1,0.069,1,High,4,0.99991024
MRC02036,Textile & Apparel,79,595,1,0,0,1443182.79,141378.02,54,5,72.22,6650.61,60.34,29.81,0.0,0,2,63,1,0.104,1,High,6,0.9998784
MRC02037,Retail Trader,109,611,1,0,1,1015408.64,125782.71,34,9,20.59,7411.74,17.42,6.32,0.0,28,1,7,4,0.545,0,Medium,3,5.405282e-05
MRC02038,Retail Trader,26,500,1,1,1,1227839.28,180404.37,45,13,13.33,6783.64,13.15,-3.79,72.59,30,2,0,4,0.667,0,Low,3,0.0007080123
MRC02039,Retail Trader,14,557,1,0,1,990817.41,130636.55,42,15,-7.14,5862.82,8.02,6.82,0.0,28,2,0,3,0.781,0,Low,3,0.000628379
MRC02040,Retail Trader,54,491,2,0,1,1038408.34,96081.36,40,14,-5.0,6449.74,19.52,-5.33,0.0,32,0,3,3,0.652,0,Low,3,8.3435465e-05
MRC02041,Tech Services,71,646,4,0,0,602836.42,40559.67,45,15,0.0,3330.59,10.53,-0.59,0.0,0,0,4,4,0.979,0,Low,5,7.641314e-05
MRC02042,Agri-Allied,46,715,3,0,1,539247.97,44606.8,46,17,-10.87,2914.85,16.32,8.85,0.0,34,0,8,4,0.62,0,Low,0,9.043065e-05
MRC02043,Agri-Allied,31,738,3,0,1,6051458.74,783285.1,51,15,11.76,29519.31,17.0,8.88,0.0,31,0,9,5,0.693,0,Low,0,0.00013264899
MRC02044,Retail Trader,88,683,1,0,1,1293721.48,169394.84,49,16,2.04,6567.11,16.11,-4.76,0.0,25,2,1,4,0.557,0,Low,3,0.0008231202
MRC02045,Tech Services,59,572,1,0,1,366602.74,47644.11,50,14,16.0,1823.89,9.93,-0.59,0.0,29,0,7,5,0.362,0,Low,5,6.718828e-05
MRC02046,Small Mfg,95,495,1,1,0,522875.72,51053.15,52,19,-9.62,2501.8,19.17,2.56,43.89,0,0,10,3,0.838,0,Low,4,9.475013e-05
MRC02047,Retail Trader,29,509,2,0,1,2590885.18,212463.65,43,14,2.33,14976.21,16.32,4.68,0.0,36,0,13,4,0.844,0,Low,3,9.798964e-05
MRC02048,Small Mfg,106,548,1,1,1,301515.27,18233.82,36,10,16.67,2079.42,13.07,8.56,53.01,37,0,8,5,0.65,0,Low,4,6.225147e-05
MRC02049,Agri-Allied,96,578,2,1,1,123200.3,2517.83,47,14,10.64,651.85,6.04,-9.41,48.19,32,1,7,5,0.32,0,Low,0,0.00015449914
MRC02050,Retail Trader,17,637,1,1,0,134572.86,16065.72,47,4,74.47,712.03,48.29,53.15,87.1,0,1,84,1,0.088,1,High,3,0.9997725
MRC02051,Textile & Apparel,14,568,1,0,0,91603.91,5130.71,41,12,12.2,555.18,12.05,-6.06,0.0,0,1,10,4,0.76,0,Low,6,0.00013844827
MRC02052,Agri-Allied,104,677,4,1,1,153494.83,9648.4,39,6,53.85,977.67,59.5,27.27,78.79,5,2,29,3,0.13,1,High,0,0.9996786
MRC02053,Retail Trader,36,631,2,0,1,176832.97,22926.85,51,6,64.71,862.6,62.58,37.07,0.0,7,2,88,2,0.183,1,High,3,0.9996774
MRC02054,Construction,58,650,3,0,0,3845002.67,103017.81,51,15,11.76,18756.11,23.64,13.01,0.0,0,0,1,3,0.917,0,Low,1,6.286671e-05
MRC02055,Food & Beverages,112,741,2,1,0,690095.27,97020.94,44,13,11.36,3898.84,20.01,-5.95,39.29,0,0,3,3,0.951,0,Low,2,0.00022945376
MRC02056,Small Mfg,24,555,3,1,1,471693.06,9517.37,45,14,6.67,2606.04,15.76,-8.16,74.06,28,1,4,3,0.656,0,Low,4,0.00010924513
MRC02057,Agri-Allied,109,683,2,1,1,129043.43,18336.04,46,4,73.91,697.53,69.19,34.99,75.58,5,2,77,3,0.046,1,High,0,0.9999547
MRC02058,Textile & Apparel,63,648,3,1,0,614305.92,48603.03,52,17,1.92,2939.26,9.42,13.53,45.83,0,0,12,5,0.782,0,Low,6,7.339658e-05
MRC02059,Small Mfg,118,623,1,1,1,90690.36,3017.81,46,15,2.17,490.22,8.2,14.11,48.21,26,3,1,4,0.786,0,Low,4,0.0006100043
MRC02060,Agri-Allied,91,720,2,0,1,468222.74,50399.95,45,14,6.67,2586.87,13.86,6.91,0.0,35,2,1,5,0.565,0,Low,0,0.0009822657
MRC02061,Retail Trader,25,720,2,0,1,8687478.27,1185504.89,51,5,70.59,42377.94,51.28,46.2,0.0,7,4,62,1,0.057,1,High,3,0.9999379
MRC02062,Agri-Allied,59,574,1,1,1,1617778.22,124487.17,51,6,64.71,7891.6,49.38,41.67,85.52,4,2,59,1,0.188,1,High,0,0.99977154
MRC02063,Food & Beverages,32,635,3,1,1,567072.37,62307.94,52,17,1.92,2713.26,6.92,-1.62,31.52,31,0,3,4,0.791,0,Low,2,4.0308383e-05
MRC02064,Textile & Apparel,116,672,4,0,1,1685795.85,248346.65,41,14,-2.44,10216.94,14.92,-6.86,0.0,45,0,0,4,0.737,0,Low,6,0.000107800195
MRC02065,Retail Trader,82,628,2,1,1,390096.02,20008.46,54,16,11.11,1797.68,14.63,8.88,53.85,29,1,4,5,0.92,0,Low,3,3.0061154e-05
MRC02066,Food & Beverages,110,696,1,0,1,279061.29,35345.46,44,15,-2.27,1576.62,13.78,14.23,0.0,16,0,4,5,0.593,0,Low,2,7.024536e-05
MRC02067,Retail Trader,18,672,2,1,1,5637524.2,329123.31,41,5,63.41,34166.81,65.43,50.04,83.26,2,1,18,3,0.138,1,High,3,0.99962306
MRC02068,Retail Trader,37,796,3,1,0,185214.6,13969.61,41,12,12.2,1122.51,14.52,-0.08,53.16,0,1,9,5,0.689,0,Low,3,0.00022471506
MRC02069,Retail Trader,26,527,2,1,1,476896.38,27006.43,50,16,4.0,2372.62,15.33,12.56,71.6,37,0,1,5,0.955,0,Low,3,0.00010482458
MRC02070,Textile & Apparel,9,640,1,0,1,1053090.72,82121.62,40,5,62.5,6540.94,51.06,39.36,0.0,6,2,69,3,0.181,1,High,6,0.9996568
MRC02071,Food & Beverages,99,577,2,1,1,237166.8,4900.24,48,13,18.75,1228.84,12.55,11.74,54.06,31,0,1,3,0.342,0,Low,2,0.00016879673
MRC02072,Agri-Allied,64,698,1,1,1,1592357.12,94660.93,46,5,67.39,8607.34,37.25,26.63,87.67,7,1,19,2,0.182,1,High,0,0.9958905
MRC02073,Retail Trader,72,520,2,0,1,504885.31,39324.62,44,14,4.55,2852.46,11.78,0.32,0.0,31,0,7,5,0.858,0,Low,3,0.00010624807
MRC02074,Tech Services,20,677,1,0,0,1617985.46,165343.91,34,11,2.94,11810.11,22.9,7.34,0.0,0,1,5,3,0.453,0,Low,5,0.00013180284
MRC02075,Tech Services,54,599,2,1,0,1473544.11,151564.3,51,17,0.0,7188.02,21.03,7.73,57.78,0,0,2,4,0.994,0,Low,5,7.8244775e-05
MRC02076,Tech Services,106,591,2,1,0,544915.19,52253.08,55,5,72.73,2465.68,52.35,46.35,92.47,0,4,84,1,0.061,1,High,5,0.99992096
